country-year;population;generation
Trinidad and Tobago1994;131800;Millenials
Trinidad and Tobago1994;16300;G.I. Generation
Trinidad and Tobago1995;10949;G.I. Generation
Trinidad and Tobago1995;100908;Generation X
Trinidad and Tobago1995;57475;Silent
Trinidad and Tobago1995;144401;Boomers
Trinidad and Tobago1995;115521;Generation X
Trinidad and Tobago1995;101779;Generation X
Trinidad and Tobago1995;113234;Generation X
Trinidad and Tobago1995;142426;Boomers
Trinidad and Tobago1995;65284;Silent
Trinidad and Tobago1995;138208;Millenials
Trinidad and Tobago1995;141921;Millenials
Trinidad and Tobago1995;17067;G.I. Generation
Trinidad and Tobago1996;11313;G.I. Generation
Trinidad and Tobago1996;99392;Generation X
Trinidad and Tobago1996;58736;Silent
Trinidad and Tobago1996;148905;Boomers
Trinidad and Tobago1996;117770;Generation X
Trinidad and Tobago1996;115355;Generation X
Trinidad and Tobago1996;17620;G.I. Generation
Trinidad and Tobago1996;66636;Silent
Trinidad and Tobago1996;100227;Generation X
Trinidad and Tobago1996;146795;Boomers
Trinidad and Tobago1996;134926;Millenials
Trinidad and Tobago1996;138510;Millenials
Trinidad and Tobago1997;11601;G.I. Generation
Trinidad and Tobago1997;97588;Generation X
Trinidad and Tobago1997;60173;Silent
Trinidad and Tobago1997;153642;Boomers
Trinidad and Tobago1997;120487;Generation X
Trinidad and Tobago1997;118000;Generation X
Trinidad and Tobago1997;98330;Generation X
Trinidad and Tobago1997;68194;Silent
Trinidad and Tobago1997;151383;Boomers
Trinidad and Tobago1997;134111;Millenials
Trinidad and Tobago1997;130641;Millenials
Trinidad and Tobago1997;18117;G.I. Generation
Trinidad and Tobago1998;11810;G.I. Generation
Trinidad and Tobago1998;158330;Boomers
Trinidad and Tobago1998;95771;Generation X
Trinidad and Tobago1998;61816;Silent
Trinidad and Tobago1998;123518;Generation X
Trinidad and Tobago1998;18573;G.I. Generation
Trinidad and Tobago1998;121015;Generation X
Trinidad and Tobago1998;96362;Generation X
Trinidad and Tobago1998;155939;Boomers
Trinidad and Tobago1998;125726;Millenials
Trinidad and Tobago1998;69981;Silent
Trinidad and Tobago1998;129083;Millenials
Trinidad and Tobago1999;63682;Silent
Trinidad and Tobago1999;94272;Generation X
Trinidad and Tobago1999;162536;Boomers
Trinidad and Tobago1999;126509;Generation X
Trinidad and Tobago1999;94694;Generation X
Trinidad and Tobago1999;11927;G.I. Generation
Trinidad and Tobago1999;124040;Generation X
Trinidad and Tobago1999;160053;Boomers
Trinidad and Tobago1999;71972;Silent
Trinidad and Tobago1999;19001;G.I. Generation
Trinidad and Tobago1999;120679;Millenials
Trinidad and Tobago1999;123911;Millenials
Trinidad and Tobago2000;11957;G.I. Generation
Trinidad and Tobago2000;166024;Boomers
Trinidad and Tobago2000;93304;Generation X
Trinidad and Tobago2000;65790;Silent
Trinidad and Tobago2000;19412;G.I. Generation
Trinidad and Tobago2000;129187;Generation X
Trinidad and Tobago2000;126792;Generation X
Trinidad and Tobago2000;74148;Silent
Trinidad and Tobago2000;93571;Generation X
Trinidad and Tobago2000;163504;Boomers
Trinidad and Tobago2000;115801;Millenials
Trinidad and Tobago2000;118873;Millenials
Trinidad and Tobago2001;12351;Silent
Trinidad and Tobago2001;168569;Boomers
Trinidad and Tobago2001;93774;Generation X
Trinidad and Tobago2001;67749;Silent
Trinidad and Tobago2001;131221;Millenials
Trinidad and Tobago2001;128825;Millenials
Trinidad and Tobago2001;76085;Silent
Trinidad and Tobago2001;166710;Boomers
Trinidad and Tobago2001;20018;Silent
Trinidad and Tobago2001;93862;Generation X
Trinidad and Tobago2001;110619;Millenials
Trinidad and Tobago2001;113571;Millenials
Trinidad and Tobago2002;94797;Generation X
Trinidad and Tobago2002;170592;Boomers
Trinidad and Tobago2002;69926;Silent
Trinidad and Tobago2002;12679;Silent
Trinidad and Tobago2002;132786;Millenials
Trinidad and Tobago2002;94721;Generation X
Trinidad and Tobago2002;130404;Millenials
Trinidad and Tobago2002;20592;Silent
Trinidad and Tobago2002;169414;Boomers
Trinidad and Tobago2002;105922;Millenials
Trinidad and Tobago2002;78237;Silent
Trinidad and Tobago2002;108730;Millenials
Trinidad and Tobago2003;12918;Silent
Trinidad and Tobago2003;72339;Silent
Trinidad and Tobago2003;96312;Generation X
Trinidad and Tobago2003;172208;Boomers
Trinidad and Tobago2003;133697;Millenials
Trinidad and Tobago2003;131317;Millenials
Trinidad and Tobago2003;21123;Silent
Trinidad and Tobago2003;171695;Boomers
Trinidad and Tobago2003;96104;Generation X
Trinidad and Tobago2003;80631;Silent
Trinidad and Tobago2003;104386;Millenials
Trinidad and Tobago2003;101728;Millenials
Trinidad and Tobago2004;98286;Generation X
Trinidad and Tobago2004;13062;Silent
Trinidad and Tobago2004;75035;Silent
Trinidad and Tobago2004;173673;Boomers
Trinidad and Tobago2004;133642;Millenials
Trinidad and Tobago2004;21582;Silent
Trinidad and Tobago2004;83319;Silent
Trinidad and Tobago2004;97964;Generation X
Trinidad and Tobago2004;173777;Boomers
Trinidad and Tobago2004;131237;Millenials
Trinidad and Tobago2004;97999;Millenials
Trinidad and Tobago2004;100540;Millenials
Trinidad and Tobago2005;13101;Silent
Trinidad and Tobago2005;100646;Generation X
Trinidad and Tobago2005;175153;Boomers
Trinidad and Tobago2005;78028;Silent
Trinidad and Tobago2005;132433;Millenials
Trinidad and Tobago2005;21969;Silent
Trinidad and Tobago2005;129974;Millenials
Trinidad and Tobago2005;100221;Generation X
Trinidad and Tobago2005;175792;Boomers
Trinidad and Tobago2005;86311;Silent
Trinidad and Tobago2005;94688;Millenials
Trinidad and Tobago2005;97155;Millenials
Trinidad and Tobago2006;176241;Boomers
Trinidad and Tobago2006;103825;Generation X
Trinidad and Tobago2006;13523;Silent
Trinidad and Tobago2006;80846;Silent
Trinidad and Tobago2006;129569;Millenials
Trinidad and Tobago2006;88991;Silent
Trinidad and Tobago2006;127191;Millenials
Trinidad and Tobago2006;103304;Generation X
Trinidad and Tobago2006;177413;Boomers
Trinidad and Tobago2006;94129;Millenials
Trinidad and Tobago2006;91756;Millenials
Trinidad and Tobago2006;22513;Silent
Trinidad and Tobago2007;13874;Silent
Trinidad and Tobago2007;107378;Generation X
Trinidad and Tobago2007;177478;Boomers
Trinidad and Tobago2007;83938;Silent
Trinidad and Tobago2007;125516;Millenials
Trinidad and Tobago2007;106809;Generation X
Trinidad and Tobago2007;22983;Silent
Trinidad and Tobago2007;92001;Silent
Trinidad and Tobago2007;123176;Millenials
Trinidad and Tobago2007;179070;Boomers
Trinidad and Tobago2007;89716;Generation Z
Trinidad and Tobago2007;92049;Generation Z
Trinidad and Tobago2008;178781;Boomers
Trinidad and Tobago2008;87254;Silent
Trinidad and Tobago2008;110954;Generation X
Trinidad and Tobago2008;14157;Silent
Trinidad and Tobago2008;120707;Millenials
Trinidad and Tobago2008;118363;Millenials
Trinidad and Tobago2008;180705;Boomers
Trinidad and Tobago2008;110394;Generation X
Trinidad and Tobago2008;23393;Silent
Trinidad and Tobago2008;95285;Silent
Trinidad and Tobago2008;90838;Generation Z
Trinidad and Tobago2008;88505;Generation Z
Trinidad and Tobago2009;114143;Generation X
Trinidad and Tobago2009;115721;Millenials
Trinidad and Tobago2009;180029;Boomers
Trinidad and Tobago2009;14407;Silent
Trinidad and Tobago2009;90729;Silent
Trinidad and Tobago2009;98779;Silent
Trinidad and Tobago2009;113362;Millenials
Trinidad and Tobago2009;113622;Generation X
Trinidad and Tobago2009;182233;Boomers
Trinidad and Tobago2009;90312;Generation Z
Trinidad and Tobago2009;87970;Generation Z
Trinidad and Tobago2009;23790;Silent
Trinidad and Tobago2010;116664;Generation X
Trinidad and Tobago2010;14639;Silent
Trinidad and Tobago2010;181184;Generation X
Trinidad and Tobago2010;94335;Silent
Trinidad and Tobago2010;110950;Millenials
Trinidad and Tobago2010;108605;Millenials
Trinidad and Tobago2010;116210;Generation X
Trinidad and Tobago2010;183641;Generation X
Trinidad and Tobago2010;102440;Silent
Trinidad and Tobago2010;87897;Generation Z
Trinidad and Tobago2010;90237;Generation Z
Trinidad and Tobago2010;24200;Silent
Trinidad and Tobago2011;15189;Silent
Trinidad and Tobago2011;181905;Generation X
Trinidad and Tobago2011;97186;Boomers
Trinidad and Tobago2011;119254;Millenials
Trinidad and Tobago2011;106653;Millenials
Trinidad and Tobago2011;118786;Millenials
Trinidad and Tobago2011;104361;Millenials
Trinidad and Tobago2011;184776;Generation X
Trinidad and Tobago2011;105486;Boomers
Trinidad and Tobago2011;88170;Generation Z
Trinidad and Tobago2011;24863;Silent
Trinidad and Tobago2011;90557;Generation Z
Turkey2009;806623;Silent
Turkey2009;3897113;Silent
Turkey2009;9160329;Boomers
Turkey2009;6272520;Generation X
Turkey2009;6380792;Millenials
Turkey2009;1170072;Silent
Turkey2009;6097408;Millenials
Turkey2009;4301203;Silent
Turkey2009;6101898;Generation X
Turkey2009;9027289;Boomers
Turkey2009;6542691;Generation Z
Turkey2009;6204481;Generation Z
Turkey2010;841083;Silent
Turkey2010;9318882;Generation X
Turkey2010;4131848;Silent
Turkey2010;6363299;Generation X
Turkey2010;6411111;Millenials
Turkey2010;1226764;Silent
Turkey2010;6118805;Millenials
Turkey2010;4537405;Silent
Turkey2010;9153406;Generation X
Turkey2010;6170592;Generation X
Turkey2010;6519482;Generation Z
Turkey2010;6182454;Generation Z
Turkey2011;860492;Silent
Turkey2011;4380447;Boomers
Turkey2011;9478566;Generation X
Turkey2011;6458549;Millenials
Turkey2011;6416997;Millenials
Turkey2011;6126637;Millenials
Turkey2011;1274924;Silent
Turkey2011;6266330;Millenials
Turkey2011;9296163;Generation X
Turkey2011;4781947;Boomers
Turkey2011;6178913;Generation Z
Turkey2011;6514392;Generation Z
Turkey2012;886919;Silent
Turkey2012;9718299;Generation X
Turkey2012;4532575;Boomers
Turkey2012;6494243;Millenials
Turkey2012;6425966;Millenials
Turkey2012;1325413;Silent
Turkey2012;6140942;Millenials
Turkey2012;6314493;Millenials
Turkey2012;9539648;Generation X
Turkey2012;4925454;Boomers
Turkey2012;6503156;Generation Z
Turkey2012;6169331;Generation Z
Turkey2013;915690;Silent
Turkey2013;4664864;Boomers
Turkey2013;9982233;Generation X
Turkey2013;6491205;Millenials
Turkey2013;6461036;Millenials
Turkey2013;6177538;Millenials
Turkey2013;1374051;Silent
Turkey2013;5052537;Boomers
Turkey2013;6322406;Millenials
Turkey2013;9808886;Generation X
Turkey2013;6148825;Generation Z
Turkey2013;6481081;Generation Z
Turkey2014;952449;Silent
Turkey2014;4851259;Boomers
Turkey2014;6517033;Millenials
Turkey2014;10244541;Generation X
Turkey2014;6484352;Millenials
Turkey2014;6220032;Millenials
Turkey2014;1426848;Silent
Turkey2014;5233238;Boomers
Turkey2014;10070621;Generation X
Turkey2014;6325398;Millenials
Turkey2014;6469621;Generation Z
Turkey2014;6136028;Generation Z
Turkey2015;986961;Silent
Turkey2015;5079228;Boomers
Turkey2015;6452161;Millenials
Turkey2015;10466600;Generation X
Turkey2015;6573627;Millenials
Turkey2015;6267398;Millenials
Turkey2015;1479388;Silent
Turkey2015;6288287;Millenials
Turkey2015;10293526;Generation X
Turkey2015;5456986;Boomers
Turkey2015;6100840;Generation Z
Turkey2015;6435462;Generation Z
Turkmenistan1987;16500;G.I. Generation
Turkmenistan1987;106800;G.I. Generation
Turkmenistan1987;31400;G.I. Generation
Turkmenistan1987;242600;Silent
Turkmenistan1987;148000;G.I. Generation
Turkmenistan1987;265600;Boomers
Turkmenistan1987;344800;Generation X
Turkmenistan1987;247500;Silent
Turkmenistan1987;340700;Generation X
Turkmenistan1987;274700;Boomers
Turkmenistan1987;423500;Generation X
Turkmenistan1987;417000;Generation X
Turkmenistan1988;16700;G.I. Generation
Turkmenistan1988;249600;Silent
Turkmenistan1988;110500;G.I. Generation
Turkmenistan1988;32200;G.I. Generation
Turkmenistan1988;276400;Boomers
Turkmenistan1988;347500;Generation X
Turkmenistan1988;150300;G.I. Generation
Turkmenistan1988;255500;Silent
Turkmenistan1988;342600;Generation X
Turkmenistan1988;286600;Boomers
Turkmenistan1988;425700;Generation X
Turkmenistan1988;432700;Generation X
Turkmenistan1989;258100;Silent
Turkmenistan1989;16800;G.I. Generation
Turkmenistan1989;285700;Boomers
Turkmenistan1989;113400;G.I. Generation
Turkmenistan1989;32900;G.I. Generation
Turkmenistan1989;151500;G.I. Generation
Turkmenistan1989;352500;Generation X
Turkmenistan1989;346000;Generation X
Turkmenistan1989;265600;Silent
Turkmenistan1989;297400;Boomers
Turkmenistan1989;443200;Generation X
Turkmenistan1989;435900;Generation X
Turkmenistan1990;34100;G.I. Generation
Turkmenistan1990;16700;G.I. Generation
Turkmenistan1990;268100;Silent
Turkmenistan1990;292800;Boomers
Turkmenistan1990;117000;G.I. Generation
Turkmenistan1990;360200;Generation X
Turkmenistan1990;351300;Generation X
Turkmenistan1990;277100;Silent
Turkmenistan1990;153300;G.I. Generation
Turkmenistan1990;306400;Boomers
Turkmenistan1990;455200;Generation X
Turkmenistan1990;447600;Generation X
Turkmenistan1991;278100;Boomers
Turkmenistan1991;15800;G.I. Generation
Turkmenistan1991;121300;Silent
Turkmenistan1991;298500;Boomers
Turkmenistan1991;369500;Generation X
Turkmenistan1991;156600;Silent
Turkmenistan1991;358300;Generation X
Turkmenistan1991;314100;Boomers
Turkmenistan1991;32400;G.I. Generation
Turkmenistan1991;288300;Boomers
Turkmenistan1991;468900;Millenials
Turkmenistan1991;460700;Millenials
Turkmenistan1992;277400;Boomers
Turkmenistan1992;305500;Boomers
Turkmenistan1992;378800;Generation X
Turkmenistan1992;32700;G.I. Generation
Turkmenistan1992;365400;Generation X
Turkmenistan1992;159700;Silent
Turkmenistan1992;138600;Silent
Turkmenistan1992;16000;G.I. Generation
Turkmenistan1992;302000;Boomers
Turkmenistan1992;320400;Boomers
Turkmenistan1992;482600;Millenials
Turkmenistan1992;473800;Millenials
Turkmenistan1993;16800;G.I. Generation
Turkmenistan1993;310000;Boomers
Turkmenistan1993;134000;Silent
Turkmenistan1993;319000;Boomers
Turkmenistan1993;159500;Silent
Turkmenistan1993;403300;Generation X
Turkmenistan1993;367200;Generation X
Turkmenistan1993;30000;G.I. Generation
Turkmenistan1993;325200;Boomers
Turkmenistan1993;312300;Boomers
Turkmenistan1993;489900;Millenials
Turkmenistan1993;463900;Millenials
Turkmenistan1994;25900;G.I. Generation
Turkmenistan1994;137700;Silent
Turkmenistan1994;326800;Boomers
Turkmenistan1994;325300;Boomers
Turkmenistan1994;412000;Generation X
Turkmenistan1994;157900;Silent
Turkmenistan1994;381300;Generation X
Turkmenistan1994;16700;G.I. Generation
Turkmenistan1994;328100;Boomers
Turkmenistan1994;328900;Boomers
Turkmenistan1994;504500;Millenials
Turkmenistan1994;478000;Millenials
Turkmenistan1995;351500;Boomers
Turkmenistan1995;146100;Silent
Turkmenistan1995;433400;Generation X
Turkmenistan1995;15500;G.I. Generation
Turkmenistan1995;351500;Generation X
Turkmenistan1995;433100;Generation X
Turkmenistan1995;177100;Silent
Turkmenistan1995;361600;Generation X
Turkmenistan1995;33700;G.I. Generation
Turkmenistan1995;366200;Boomers
Turkmenistan1995;584500;Millenials
Turkmenistan1995;564000;Millenials
Turkmenistan1996;148900;Silent
Turkmenistan1996;442700;Generation X
Turkmenistan1996;368800;Boomers
Turkmenistan1996;355400;Generation X
Turkmenistan1996;33700;G.I. Generation
Turkmenistan1996;15500;G.I. Generation
Turkmenistan1996;178400;Silent
Turkmenistan1996;439600;Generation X
Turkmenistan1996;366300;Generation X
Turkmenistan1996;384900;Boomers
Turkmenistan1996;600000;Millenials
Turkmenistan1996;578800;Millenials
Turkmenistan1997;359800;Generation X
Turkmenistan1997;453200;Generation X
Turkmenistan1997;386700;Boomers
Turkmenistan1997;150000;Silent
Turkmenistan1997;446700;Generation X
Turkmenistan1997;15400;G.I. Generation
Turkmenistan1997;404600;Boomers
Turkmenistan1997;178200;Silent
Turkmenistan1997;33700;G.I. Generation
Turkmenistan1997;371000;Generation X
Turkmenistan1997;614600;Millenials
Turkmenistan1997;592500;Millenials
Turkmenistan1998;405500;Boomers
Turkmenistan1998;363200;Generation X
Turkmenistan1998;463000;Generation X
Turkmenistan1998;34200;G.I. Generation
Turkmenistan1998;149300;Silent
Turkmenistan1998;15500;G.I. Generation
Turkmenistan1998;454100;Generation X
Turkmenistan1998;175800;Silent
Turkmenistan1998;425700;Boomers
Turkmenistan1998;374700;Generation X
Turkmenistan1998;630400;Millenials
Turkmenistan1998;607800;Millenials
Turkmenistan1999;406288;Boomers
Turkmenistan1999;346978;Generation X
Turkmenistan1999;446967;Generation X
Turkmenistan1999;145831;Silent
Turkmenistan1999;16368;G.I. Generation
Turkmenistan1999;439155;Generation X
Turkmenistan1999;345599;Generation X
Turkmenistan1999;38871;G.I. Generation
Turkmenistan1999;176010;Silent
Turkmenistan1999;450423;Boomers
Turkmenistan1999;579272;Millenials
Turkmenistan1999;566992;Millenials
Turkmenistan2000;352082;Generation X
Turkmenistan2000;456963;Generation X
Turkmenistan2000;423483;Boomers
Turkmenistan2000;39919;G.I. Generation
Turkmenistan2000;145282;Silent
Turkmenistan2000;449090;Generation X
Turkmenistan2000;349192;Generation X
Turkmenistan2000;470349;Boomers
Turkmenistan2000;174919;Silent
Turkmenistan2000;580294;Millenials
Turkmenistan2000;567906;Millenials
Turkmenistan2000;16999;G.I. Generation
Turkmenistan2001;357442;Generation X
Turkmenistan2001;440661;Boomers
Turkmenistan2001;467132;Millenials
Turkmenistan2001;18881;Silent
Turkmenistan2001;145142;Silent
Turkmenistan2001;460455;Millenials
Turkmenistan2001;354216;Generation X
Turkmenistan2001;173382;Silent
Turkmenistan2001;488694;Boomers
Turkmenistan2001;580096;Millenials
Turkmenistan2001;567589;Millenials
Turkmenistan2001;42291;Silent
Turkmenistan2002;361831;Generation X
Turkmenistan2002;455939;Boomers
Turkmenistan2002;476311;Millenials
Turkmenistan2002;144826;Silent
Turkmenistan2002;470946;Millenials
Turkmenistan2002;359375;Generation X
Turkmenistan2002;20849;Silent
Turkmenistan2002;171868;Silent
Turkmenistan2002;44533;Silent
Turkmenistan2002;504060;Boomers
Turkmenistan2002;572796;Millenials
Turkmenistan2002;560358;Millenials
Turkmenistan2003;365893;Generation X
Turkmenistan2003;469877;Boomers
Turkmenistan2003;485360;Millenials
Turkmenistan2003;22656;Silent
Turkmenistan2003;481201;Millenials
Turkmenistan2003;144973;Silent
Turkmenistan2003;46460;Silent
Turkmenistan2003;364978;Generation X
Turkmenistan2003;517334;Boomers
Turkmenistan2003;171164;Silent
Turkmenistan2003;560043;Millenials
Turkmenistan2003;547801;Millenials
Turkmenistan2004;370496;Generation X
Turkmenistan2004;483408;Boomers
Turkmenistan2004;495486;Millenials
Turkmenistan2004;24068;Silent
Turkmenistan2004;146331;Silent
Turkmenistan2004;492159;Millenials
Turkmenistan2004;47891;Silent
Turkmenistan2004;371342;Generation X
Turkmenistan2004;529987;Boomers
Turkmenistan2004;172232;Silent
Turkmenistan2004;544831;Millenials
Turkmenistan2004;532769;Millenials
Turkmenistan2005;376109;Generation X
Turkmenistan2005;497010;Boomers
Turkmenistan2005;507129;Millenials
Turkmenistan2005;149270;Silent
Turkmenistan2005;24983;Silent
Turkmenistan2005;504111;Millenials
Turkmenistan2005;378566;Generation X
Turkmenistan2005;175542;Silent
Turkmenistan2005;542813;Boomers
Turkmenistan2005;48752;Silent
Turkmenistan2005;530120;Millenials
Turkmenistan2005;518125;Millenials
Turkmenistan2006;382190;Generation X
Turkmenistan2006;508377;Boomers
Turkmenistan2006;517620;Millenials
Turkmenistan2006;26310;Silent
Turkmenistan2006;152468;Silent
Turkmenistan2006;514281;Millenials
Turkmenistan2006;553688;Boomers
Turkmenistan2006;385454;Generation X
Turkmenistan2006;49893;Silent
Turkmenistan2006;180084;Silent
Turkmenistan2006;514454;Millenials
Turkmenistan2006;502831;Millenials
Turkmenistan2007;389981;Generation X
Turkmenistan2007;520854;Boomers
Turkmenistan2007;157465;Silent
Turkmenistan2007;530314;Millenials
Turkmenistan2007;27254;Silent
Turkmenistan2007;526222;Millenials
Turkmenistan2007;393748;Generation X
Turkmenistan2007;50546;Silent
Turkmenistan2007;187318;Silent
Turkmenistan2007;565599;Boomers
Turkmenistan2007;502373;Generation Z
Turkmenistan2007;490983;Generation Z
Turkmenistan2008;542946;Millenials
Turkmenistan2008;399182;Generation X
Turkmenistan2008;533999;Boomers
Turkmenistan2008;537815;Millenials
Turkmenistan2008;163900;Silent
Turkmenistan2008;27996;Silent
Turkmenistan2008;403248;Generation X
Turkmenistan2008;50970;Silent
Turkmenistan2008;196586;Silent
Turkmenistan2008;578059;Boomers
Turkmenistan2008;483074;Generation Z
Turkmenistan2008;494360;Generation Z
Turkmenistan2009;551843;Millenials
Turkmenistan2009;28728;Silent
Turkmenistan2009;409223;Generation X
Turkmenistan2009;546900;Boomers
Turkmenistan2009;171156;Silent
Turkmenistan2009;545660;Millenials
Turkmenistan2009;413552;Generation X
Turkmenistan2009;490138;Generation Z
Turkmenistan2009;590092;Boomers
Turkmenistan2009;206817;Silent
Turkmenistan2009;478874;Generation Z
Turkmenistan2009;51484;Silent
Turkmenistan2010;419805;Generation X
Turkmenistan2010;554957;Millenials
Turkmenistan2010;29510;Silent
Turkmenistan2010;559144;Generation X
Turkmenistan2010;178934;Silent
Turkmenistan2010;547882;Millenials
Turkmenistan2010;424446;Generation X
Turkmenistan2010;601270;Generation X
Turkmenistan2010;477152;Generation Z
Turkmenistan2010;217434;Silent
Turkmenistan2010;488434;Generation Z
Turkmenistan2010;52217;Silent
Turkmenistan2011;572095;Generation X
Turkmenistan2011;554571;Millenials
Turkmenistan2011;432553;Millenials
Turkmenistan2011;186985;Boomers
Turkmenistan2011;546522;Millenials
Turkmenistan2011;31435;Silent
Turkmenistan2011;228201;Boomers
Turkmenistan2011;613486;Generation X
Turkmenistan2011;437221;Millenials
Turkmenistan2011;490065;Generation Z
Turkmenistan2011;478619;Generation Z
Turkmenistan2011;54342;Silent
Turkmenistan2012;584037;Generation X
Turkmenistan2012;547952;Millenials
Turkmenistan2012;444997;Millenials
Turkmenistan2012;539169;Millenials
Turkmenistan2012;33321;Silent
Turkmenistan2012;195269;Boomers
Turkmenistan2012;449631;Millenials
Turkmenistan2012;624535;Generation X
Turkmenistan2012;481962;Generation Z
Turkmenistan2012;493572;Generation Z
Turkmenistan2012;239090;Boomers
Turkmenistan2012;56523;Silent
Turkmenistan2013;595499;Generation X
Turkmenistan2013;457380;Millenials
Turkmenistan2013;537146;Millenials
Turkmenistan2013;527829;Millenials
Turkmenistan2013;34794;Silent
Turkmenistan2013;204156;Boomers
Turkmenistan2013;461848;Millenials
Turkmenistan2013;634920;Generation X
Turkmenistan2013;250752;Boomers
Turkmenistan2013;486814;Generation Z
Turkmenistan2013;58313;Silent
Turkmenistan2013;498604;Generation Z
Turkmenistan2014;607630;Generation X
Turkmenistan2014;470459;Millenials
Turkmenistan2014;515853;Millenials
Turkmenistan2014;525603;Millenials
Turkmenistan2014;214266;Boomers
Turkmenistan2014;474487;Millenials
Turkmenistan2014;264297;Boomers
Turkmenistan2014;645711;Generation X
Turkmenistan2014;505170;Generation Z
Turkmenistan2014;493148;Generation Z
Turkmenistan2014;59137;Silent
Turkmenistan2014;35466;Silent
Turkmenistan2015;620958;Generation X
Turkmenistan2015;515349;Millenials
Turkmenistan2015;505233;Millenials
Turkmenistan2015;225820;Boomers
Turkmenistan2015;484397;Millenials
Turkmenistan2015;487637;Millenials
Turkmenistan2015;58753;Silent
Turkmenistan2015;280211;Boomers
Turkmenistan2015;657432;Generation X
Turkmenistan2015;513926;Generation Z
Turkmenistan2015;501611;Generation Z
Turkmenistan2015;35187;Silent
Ukraine1987;654800;G.I. Generation
Ukraine1987;3652600;G.I. Generation
Ukraine1987;6206800;Silent
Ukraine1987;3890300;Boomers
Ukraine1987;1816100;G.I. Generation
Ukraine1987;6070300;G.I. Generation
Ukraine1987;3543900;Generation X
Ukraine1987;6881800;Silent
Ukraine1987;3953000;Boomers
Ukraine1987;3459900;Generation X
Ukraine1987;3683900;Generation X
Ukraine1987;3560800;Generation X
Ukraine1988;672400;G.I. Generation
Ukraine1988;3672700;G.I. Generation
Ukraine1988;6294000;Silent
Ukraine1988;3895600;Boomers
Ukraine1988;1881000;G.I. Generation
Ukraine1988;5995800;G.I. Generation
Ukraine1988;3509600;Generation X
Ukraine1988;6963500;Silent
Ukraine1988;3427500;Generation X
Ukraine1988;3961000;Boomers
Ukraine1988;3698600;Generation X
Ukraine1988;3578200;Generation X
Ukraine1989;685800;G.I. Generation
Ukraine1989;6392000;Silent
Ukraine1989;3678800;G.I. Generation
Ukraine1989;3878600;Boomers
Ukraine1989;1931900;G.I. Generation
Ukraine1989;3509000;Generation X
Ukraine1989;5897500;G.I. Generation
Ukraine1989;7074400;Silent
Ukraine1989;3945800;Boomers
Ukraine1989;3422300;Generation X
Ukraine1989;3733100;Generation X
Ukraine1989;3612500;Generation X
Ukraine1990;688400;G.I. Generation
Ukraine1990;6444100;Silent
Ukraine1990;3733600;G.I. Generation
Ukraine1990;3837800;Boomers
Ukraine1990;1956100;G.I. Generation
Ukraine1990;3544600;Generation X
Ukraine1990;5866100;G.I. Generation
Ukraine1990;7140700;Silent
Ukraine1990;3904100;Boomers
Ukraine1990;3454600;Generation X
Ukraine1990;3763100;Generation X
Ukraine1990;3638400;Generation X
Ukraine1991;667000;G.I. Generation
Ukraine1991;6449100;Boomers
Ukraine1991;3852600;Silent
Ukraine1991;3801300;Boomers
Ukraine1991;1920400;G.I. Generation
Ukraine1991;3586700;Generation X
Ukraine1991;5958600;Silent
Ukraine1991;7148300;Boomers
Ukraine1991;3862900;Boomers
Ukraine1991;3495000;Generation X
Ukraine1991;3793000;Millenials
Ukraine1991;3665700;Millenials
Ukraine1992;635600;G.I. Generation
Ukraine1992;6422200;Boomers
Ukraine1992;4028200;Silent
Ukraine1992;3768500;Boomers
Ukraine1992;1858400;G.I. Generation
Ukraine1992;3628400;Generation X
Ukraine1992;6140300;Silent
Ukraine1992;7111100;Boomers
Ukraine1992;3822300;Boomers
Ukraine1992;3534200;Generation X
Ukraine1992;3833300;Millenials
Ukraine1992;3704800;Millenials
Ukraine1993;608000;G.I. Generation
Ukraine1993;6371900;Boomers
Ukraine1993;4202500;Silent
Ukraine1993;3714200;Boomers
Ukraine1993;1795100;G.I. Generation
Ukraine1993;3668700;Generation X
Ukraine1993;6338500;Silent
Ukraine1993;7042800;Boomers
Ukraine1993;3766200;Boomers
Ukraine1993;3565100;Generation X
Ukraine1993;3869500;Millenials
Ukraine1993;3738000;Millenials
Ukraine1994;590100;G.I. Generation
Ukraine1994;4314500;Silent
Ukraine1994;6326300;Boomers
Ukraine1994;3626300;Boomers
Ukraine1994;1751000;G.I. Generation
Ukraine1994;3699700;Generation X
Ukraine1994;6467700;Silent
Ukraine1994;6981000;Boomers
Ukraine1994;3673200;Boomers
Ukraine1994;3582800;Generation X
Ukraine1994;3870700;Millenials
Ukraine1994;3735700;Millenials
Ukraine1995;575700;G.I. Generation
Ukraine1995;4375300;Silent
Ukraine1995;6306200;Boomers
Ukraine1995;3534800;Generation X
Ukraine1995;3722600;Generation X
Ukraine1995;1716300;G.I. Generation
Ukraine1995;6535200;Silent
Ukraine1995;6952800;Boomers
Ukraine1995;3568500;Generation X
Ukraine1995;3596300;Generation X
Ukraine1995;3834000;Millenials
Ukraine1995;3697600;Millenials
Ukraine1996;566700;G.I. Generation
Ukraine1996;4397200;Silent
Ukraine1996;6305700;Boomers
Ukraine1996;3471700;Generation X
Ukraine1996;3723000;Generation X
Ukraine1996;1692100;G.I. Generation
Ukraine1996;6561400;Silent
